"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2022-12-15","7.83","8.00","8.00","7.78","25.65M","-2.37%"
"2022-12-14","8.02","8.01","8.09","7.98","29.46M","0.75%"
"2022-12-13","7.96","7.84","7.97","7.83","26.40M","1.14%"
"2022-12-12","7.87","8.15","8.19","7.83","52.82M","-4.49%"
"2022-12-9","8.24","8.14","8.24","8.05","56.93M","1.60%"
"2022-12-8","8.11","8.06","8.14","8.06","26.51M","0.75%"
"2022-12-7","8.05","8.08","8.12","8.01","26.44M","-0.74%"
"2022-12-6","8.11","8.07","8.12","8.02","26.29M","-0.61%"
"2022-12-5","8.16","8.09","8.22","8.07","40.51M","0.87%"
"2022-12-2","8.09","8.30","8.32","8.03","47.14M","-1.22%"
"2022-12-1","8.19","8.20","8.25","8.12","41.38M","1.49%"
"2022-11-30","8.07","8.09","8.13","8.04","21.93M","-0.49%"
"2022-11-29","8.11","8.00","8.12","8.00","30.81M","0.12%"
"2022-11-28","8.10","8.04","8.16","7.95","37.81M","0.00%"
"2022-11-25","8.10","7.90","8.23","7.85","51.09M","2.40%"
"2022-11-24","7.91","7.88","7.99","7.86","33.78M","1.28%"
"2022-11-23","7.81","7.80","7.87","7.76","19.25M","0.26%"
"2022-11-22","7.79","7.81","7.90","7.77","20.96M","-0.13%"
"2022-11-21","7.80","7.78","7.84","7.73","21.11M","-0.38%"
"2022-11-18","7.83","7.91","7.93","7.82","19.79M","-1.39%"
"2022-11-17","7.94","7.99","7.99","7.84","24.13M","-1.00%"
"2022-11-16","8.02","8.00","8.15","7.94","39.83M","0.38%"
"2022-11-15","7.99","8.01","8.07","7.95","29.11M","-0.37%"
"2022-11-14","8.02","8.30","8.33","7.93","46.91M","-2.20%"
"2022-11-11","8.20","8.28","8.49","8.20","78.28M","2.63%"
"2022-11-10","7.99","8.00","8.09","7.91","30.33M","-0.62%"
"2022-11-9","8.04","8.15","8.25","8.00","77.30M","1.77%"
"2022-11-8","7.90","7.78","8.05","7.75","52.24M","1.54%"
"2022-11-7","7.78","7.85","7.90","7.77","38.91M","1.04%"
"2022-11-4","7.70","7.68","7.74","7.62","26.22M","0.26%"
"2022-11-3","7.68","7.58","7.71","7.55","25.95M","0.00%"
"2022-11-2","7.68","7.60","7.72","7.56","31.16M","1.05%"
"2022-11-1","7.60","7.42","7.60","7.40","24.87M","2.01%"
"2022-10-31","7.45","7.44","7.49","7.35","28.69M","-0.93%"
"2022-10-28","7.52","7.60","7.74","7.49","44.57M","-1.18%"
"2022-10-27","7.61","7.49","7.76","7.49","47.68M","1.60%"
"2022-10-26","7.49","7.29","7.50","7.27","28.86M","3.03%"
"2022-10-25","7.27","7.41","7.42","7.26","32.66M","-1.89%"
"2022-10-24","7.41","7.28","7.59","7.26","60.06M","2.49%"
"2022-10-21","7.23","7.24","7.29","7.20","14.15M","-0.41%"
"2022-10-20","7.26","7.22","7.32","7.20","16.19M","-0.41%"
"2022-10-19","7.29","7.44","7.44","7.28","20.04M","-2.54%"
"2022-10-18","7.48","7.45","7.50","7.33","24.81M","0.40%"
"2022-10-17","7.45","7.40","7.47","7.37","17.86M","-0.53%"
"2022-10-14","7.49","7.38","7.50","7.35","23.21M","1.08%"
"2022-10-13","7.41","7.36","7.44","7.31","19.74M","-0.27%"
"2022-10-12","7.43","7.26","7.46","7.23","22.77M","1.78%"
"2022-10-11","7.30","7.25","7.32","7.18","17.30M","-0.14%"
"2022-10-10","7.31","7.39","7.47","7.28","27.40M","-1.08%"
"2022-9-30","7.39","7.21","7.40","7.19","26.93M","2.50%"
"2022-9-29","7.21","7.23","7.28","7.17","25.76M","1.41%"
"2022-9-28","7.11","7.23","7.27","7.10","21.77M","-2.47%"
"2022-9-27","7.29","7.26","7.33","7.13","28.70M","0.55%"
"2022-9-26","7.25","7.40","7.42","7.23","39.29M","-4.73%"
"2022-9-23","7.61","7.64","7.72","7.52","28.01M","-0.65%"
"2022-9-22","7.66","7.38","7.85","7.33","53.47M","2.68%"
"2022-9-21","7.46","7.30","7.51","7.24","23.74M","1.50%"
"2022-9-20","7.35","7.29","7.43","7.26","21.62M","1.66%"
"2022-9-19","7.23","7.26","7.33","7.20","28.95M","0.00%"
"2022-9-16","7.23","7.44","7.50","7.22","39.96M","-3.86%"
"2022-9-15","7.52","7.65","7.69","7.47","35.83M","-1.83%"
"2022-9-14","7.66","7.72","7.74","7.63","35.17M","-2.05%"
"2022-9-13","7.82","7.79","7.94","7.79","39.29M","0.51%"
"2022-9-9","7.78","7.65","7.83","7.63","48.55M","1.17%"
"2022-9-8","7.69","7.56","7.76","7.50","54.59M","2.40%"
"2022-9-7","7.51","7.47","7.53","7.45","22.13M","-0.13%"
"2022-9-6","7.52","7.43","7.54","7.42","32.72M","1.35%"
"2022-9-5","7.42","7.30","7.43","7.29","23.74M","1.78%"
"2022-9-2","7.29","7.32","7.35","7.24","17.78M","-0.41%"
"2022-9-1","7.32","7.33","7.39","7.28","20.48M","-0.54%"
"2022-8-31","7.36","7.43","7.49","7.33","29.19M","-1.21%"
"2022-8-30","7.45","7.44","7.54","7.43","36.62M","0.27%"
"2022-8-29","7.43","7.22","7.45","7.18","42.16M","2.20%"
"2022-8-26","7.27","7.25","7.28","7.22","17.52M","0.14%"
"2022-8-25","7.26","7.15","7.28","7.13","25.46M","1.82%"
"2022-8-24","7.13","7.22","7.26","7.12","23.95M","-1.11%"
"2022-8-23","7.21","7.24","7.24","7.18","15.39M","-0.41%"
"2022-8-22","7.24","7.19","7.27","7.14","18.34M","0.42%"
"2022-8-19","7.21","7.25","7.28","7.20","18.67M","-0.83%"
"2022-8-18","7.27","7.35","7.37","7.25","21.85M","-1.62%"
"2022-8-17","7.39","7.36","7.42","7.31","19.31M","0.54%"
"2022-8-16","7.35","7.36","7.40","7.34","24.33M","-0.94%"
"2022-8-15","7.42","7.45","7.48","7.40","22.33M","-0.13%"
"2022-8-12","7.43","7.36","7.51","7.33","35.89M","0.81%"
"2022-8-11","7.37","7.40","7.46","7.35","42.82M","-1.21%"
"2022-8-10","7.46","7.29","7.53","7.28","58.76M","2.19%"
"2022-8-9","7.30","7.28","7.32","7.25","21.22M","0.14%"
"2022-8-8","7.29","7.26","7.30","7.21","24.04M","-0.41%"
"2022-8-5","7.32","7.12","7.34","7.12","61.10M","3.39%"
"2022-8-4","7.08","7.07","7.13","7.03","26.63M","-0.42%"
"2022-8-3","7.11","7.05","7.24","7.02","50.86M","-2.07%"
"2022-8-2","7.26","7.25","7.38","7.19","73.49M","1.11%"
"2022-8-1","7.18","7.24","7.26","7.17","20.71M","-0.83%"
"2022-7-29","7.24","7.24","7.27","7.18","27.90M","0.98%"
"2022-7-28","7.17","7.17","7.26","7.15","26.65M","0.42%"
"2022-7-27","7.14","7.08","7.14","7.08","15.24M","0.42%"
"2022-7-26","7.11","7.09","7.13","7.07","14.00M","0.14%"
"2022-7-25","7.10","7.06","7.15","7.05","19.96M","0.57%"
"2022-7-22","7.06","7.12","7.14","7.02","17.44M","-0.28%"
"2022-7-21","7.08","7.07","7.15","7.04","19.40M","-0.14%"
"2022-7-20","7.09","7.06","7.10","7.04","18.07M","0.71%"
"2022-7-19","7.04","7.01","7.05","7.00","13.43M","0.14%"
"2022-7-18","7.03","6.91","7.03","6.91","16.50M","1.59%"
"2022-7-15","6.92","7.02","7.03","6.91","20.39M","-2.12%"
"2022-7-14","7.07","7.02","7.10","7.00","16.44M","0.71%"
